sale.amount	sale.date	occupancy	style	built	bedrooms	bsmt	ac	attic	area.base	area.add	area.bsmt	area.garage1	area.garage2	area.living	area.lot	lon	lat	assessed
172600	7/31/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1971	4	Full	Yes	None	1120	0	800	560	0	1120	12432	-91.579653	41.648668	175620
91400	8/1/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1920	2	Full	No	None	576	0	0	0	576	576	5520	-91.513164	41.633898	94120
183500	8/1/2006	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1968	3	Full	Yes	None	1236	0	450	0	0	1236	11270	-91.485854	41.647708	167820
279000	8/1/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	1910	3	Full	No	None	760	342	0	0	308	1862	6475	-91.518103	41.653365	236900
143000	8/2/2006	113 (Condominium)	2 Story Condo	2002	2	Full	Yes	None	720	16	280	0	0	1456	3000	-91.469467	41.662688	139230
192000	8/3/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	1910	2	Full	Yes	None	658	56	0	0	528	1372	9000	-91.515206	41.629527	189870
136500	8/4/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1957	3	Full	Yes	None	962	0	275	0	484	962	7800	-91.521563	41.635217	123130
229000	8/4/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1955	4	Full	Yes	None	1037	0	650	0	264	1037	9600	-91.572471	41.653571	206740
270000	8/7/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	1873	4	Full	No	None	1040	25	0	0	0	2105	6000	-91.511877	41.66073	250330
145900	8/9/2006	116 (Zero Lot Line)	Split Foyer Frame	1988	2	Full	Yes	None	868	104	550	0	0	972	6258	-91.564727	41.64795	118070
127000	8/11/2006	113 (Condominium)	1 Story Frame	2003	2	None	Yes	None	1150	0	0	0	440	1150	5398	-91.565741	41.646326	119770
104000	8/14/2006	113 (Condominium)	2 Story Frame	1970	3	Full	Yes	None	594	0	250	0	0	1188	2653	-91.515811	41.62807	100450
340000	8/14/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	2003	5	Full	Yes	None	958	0	800	542	0	2012	7405	-91.475204	41.659592	322280
245000	8/15/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1979	4	Full	Yes	None	1496	0	550	0	0	1496	9840	-91.570077	41.644815	212160
152500	8/18/2006	113 (Condominium)	1 Story Frame	2003	2	None	Yes	None	1410	0	0	506	0	1410	5974	-91.484649	41.647515	155230
240000	8/18/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	1973	4	Full	Yes	None	676	416	400	960	0	1768	6420	-91.578699	41.649424	244860
107000	8/22/2006	113 (Condominium)	1 Story Condo	2003	2	None	Yes	None	852	0	0	0	264	852	3000	-91.468724	41.661435	96010
156000	8/24/2006	101 (Single-Family / Owner Occupied)	Split Level Frame	1994	3	Full	Yes	None	384	420	300	400	0	1464	8333	-91.535567	41.683133	157440
86000	8/29/2006	113 (Condominium)	1 Story Frame	1996	2	None	Yes	None	869	0	0	0	220	869	3512	-91.513408	41.661306	85830
139000	8/30/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1963	3	Full	Yes	None	1152	0	0	299	0	1152	10563	-91.486316	41.666578	136400
175000	8/31/2006	113 (Condominium)	1 Story Frame	2003	3	Full	Yes	None	1099	0	750	440	0	1099	5974	-91.48453	41.666424	180780
175900	9/1/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	1978	5	None	Yes	None	884	456	312	614	0	2536	6600	-91.52409	41.663687	191750
117000	9/5/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	2000	3	None	Yes	None	1184	0	0	0	0	1184	8165	-91.586977	41.647568	101940
130000	9/7/2006	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1993	2	Full	Yes	None	936	0	0	0	0	936	6250	-91.492799	41.662077	125190
124900	9/12/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1962	4	None	Yes	None	1152	0	0	0	416	1152	8775	-91.528209	41.670018	114950
226000	9/13/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1992	3	Full	Yes	None	1532	0	1300	576	0	1532	8125	-91.514966	41.665542	222820
320000	9/14/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	2003	5	Full	Yes	None	1070	0	1000	948	0	2499	10998	-91.551939	41.665896	323290
136500	9/19/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1978	3	Full	Yes	None	968	0	0	484	0	968	6600	-91.474535	41.657731	122810
181000	9/24/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1929	4	Full	No	Fully Finished	1010	0	0	0	352	1566	10950	-91.502707	41.66191	151630
275000	9/28/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	1986	5	Full	Yes	None	884	720	600	576	0	2488	11870	-91.573405	41.651477	274090
130000	9/30/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1922	2	Full	No	None	784	0	0	0	180	784	7000	-91.589411	41.652773	121710
147000	10/2/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1977	5	Full	Yes	None	1008	192	500	576	0	1200	9408	-91.509025	41.662574	147700
84900	10/9/2006	113 (Condominium)	1 Story Condo	2003	2	None	Yes	None	906	0	0	0	220	906	2563	-91.532657	41.658723	82660
186000	10/11/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	1930	3	Full	Yes	None	621	190	0	0	324	1432	9520	-91.51188	41.662665	181120
200000	10/16/2006	101 (Single-Family / Owner Occupied)	Split Foyer Frame	2002	3	Full	Yes	None	822	0	700	418	0	1240	10650	-91.495577	41.672351	205200
203000	10/19/2006	101 (Single-Family / Owner Occupied)	Split Level Frame	2003	3	Full	Yes	None	572	420	0	620	0	1865	7500	-91.521717	41.649153	198100
100000	10/25/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1940	2	Full	No	1/2 Finished	1008	0	0	198	0	1361	3000	-91.566103	41.64283	129990
184000	10/26/2006	113 (Condominium)	1 Story Brick	2000	2	Full	Yes	None	1359	0	57	454	0	1359	9048	-91.516672	41.656108	177730
200000	11/2/2006	101 (Single-Family / Owner Occupied)	Split Level Frame	2003	3	Full	Yes	None	586	462	0	440	0	1840	6472	-91.484409	41.666368	193810
185000	11/7/2006	113 (Condominium)	1 Story Frame	1998	2	None	Yes	None	1179	0	0	506	0	1707	8787	-91.532657	41.658723	185130
232000	11/14/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	1988	4	Full	Yes	None	884	16	800	576	0	1784	10000	-91.57304	41.651482	222750
178500	11/17/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	1999	4	Full	Yes	None	574	90	600	484	0	1515	6720	-91.500301	41.668628	181840
132000	11/21/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1968	3	Full	Yes	None	1040	0	400	0	0	1040	8438	-91.49388	41.665793	126420
133000	11/27/2006	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1968	3	Full	Yes	None	928	0	525	0	0	928	9100	-91.601488	41.649037	123450
445000	11/29/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	1880	4	Full	No	1/4 Finished	1937	360	0	0	528	4774	28881	-91.542625	41.67327	444460
190000	11/30/2006	113 (Condominium)	1 Story Condo	2004	3	1/2	Yes	None	1117	0	500	484	0	1117	10155	-91.487801	41.649384	211950
180000	12/1/2006	101 (Single-Family / Owner Occupied)	2 Story Frame	1974	4	Full	Yes	None	864	0	525	560	0	1728	10032	-91.493653	41.666947	196260
190000	12/7/2006	101 (Single-Family / Owner Occupied)	Split Level Frame	1992	3	Full	Yes	None	584	396	720	440	0	1712	8180	-91.553704	41.666363	181180
130000	12/11/2006	113 (Condominium)	1 Story Frame	1999	2	None	Yes	None	1112	0	0	474	0	1112	11069	-91.532657	41.658723	144200
136900	12/13/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1971	3	Full	Yes	None	888	0	600	288	0	888	8050	-91.598319	41.64862	127170
167500	12/14/2006	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1969	3	Full	Yes	None	1144	204	420	0	0	1348	9933	-91.533029	41.680655	168060
205000	12/15/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1981	3	Full	Yes	None	1630	0	1500	484	0	1630	13500	-91.53766	41.690921	205230
119900	12/20/2006	113 (Condominium)	Split Foyer Frame	1983	2	Full	Yes	None	986	0	500	0	0	986	4840	-91.590793	41.669491	118040
124000	12/22/2006	101 (Single-Family / Owner Occupied)	1 Story Frame	1957	3	Full	Yes	None	924	0	725	0	576	924	6300	-91.532657	41.658723	120170
170000	12/28/2006	113 (Condominium)	1 Story Frame	1994	2	Full	Yes	None	1408	0	0	440	0	1408	7550	-91.532657	41.658723	174480
235000	1/2/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1968	3	Full	Yes	None	1408	0	600	506	0	1408	10500	-91.577269	41.651043	215820
175000	1/5/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1928	6	Full	Yes	1/2 Finished	548	336	0	0	216	1960	8400	-91.5524	41.649994	208310
276000	1/8/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1915	4	Full	Yes	Floor & Stairs	672	74	0	0	396	1418	6000	-91.552395	41.650112	210570
203000	1/10/2007	113 (Condominium)	1 Story Frame	1992	2	None	Yes	None	1852	0	0	466	0	1852	8787	-91.491005	41.629658	225660
198000	1/16/2007	113 (Condominium)	2 Story Frame	1998	3	Full	Yes	None	589	36	120	0	0	1214	1820	-91.491018	41.646357	173530
370500	1/18/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	2005	5	Full	Yes	None	1788	0	1160	752	0	1788	21450	-91.577931	41.656396	354510
295000	1/25/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1994	4	Full	Yes	None	1710	0	1500	441	0	1710	15860	-91.490949	41.63025	298780
121000	1/30/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1910	3	Full	Yes	None	748	220	0	0	0	968	6800	-91.490649	41.629701	123120
226500	2/2/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	2005	4	Full	Yes	None	1550	0	1150	568	0	1550	16818	-91.490857	41.628742	223820
133500	2/7/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1978	4	Full	Yes	None	876	0	650	288	0	876	6765	-91.529022	41.650982	126030
149500	2/13/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1915	3	Full	Yes	None	572	0	0	0	216	1144	2850	-91.57627	41.656022	147550
130400	2/16/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1988	3	None	Yes	None	1092	0	0	480	0	1092	8775	-91.517106	41.64561	114320
292000	2/16/2007	101 (Single-Family / Owner Occupied)	Split Level Frame	2005	5	Full	Yes	None	720	516	500	792	0	2316	10304	-91.504754	41.656242	292730
137000	2/20/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1959	3	Full	Yes	None	996	0	38	0	0	996	7704	-91.483147	41.656606	121050
145000	2/23/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1974	4	Full	Yes	None	1138	0	500	0	0	1138	10140	-91.576572	41.655493	146430
595150	2/23/2007	113 (Condominium)	1 Story Brick	2004	1	None	Yes	None	1581	0	0	0	0	1581	409	-91.468859	41.66234	490230
159000	2/27/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1992	3	Full	Yes	None	1040	0	825	420	0	1040	8400	-91.468859	41.66234	145550
162500	2/28/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1965	3	Full	Yes	None	1120	0	400	528	0	1120	13800	-91.522022	41.662239	158500
214900	3/1/2007	113 (Condominium)	1 Story Condo	2005	3	Full	Yes	None	1332	0	960	480	0	1332	5974	-91.577698	41.65528	205160
129900	3/2/2007	113 (Condominium)	2 Story Condo	2005	2	None	Yes	None	564	0	0	468	0	1278	9882	-91.51688	41.639684	126180
124500	3/9/2007	113 (Condominium)	1 Story Frame	1999	2	None	Yes	None	1182	0	0	0	0	1182	5087	-91.516888	41.650032	126710
118000	3/15/2007	113 (Condominium)	1 Story Frame	1985	2	None	Yes	None	988	0	0	0	0	988	625	-91.577996	41.654724	121100
155000	3/18/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1925	2	Full	Yes	None	972	0	450	0	0	972	5460	-91.499779	41.632423	135660
382000	3/19/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	2004	5	Full	Yes	None	813	593	1175	867	0	2470	12656	-91.492184	41.64728	390560
203500	3/20/2007	113 (Condominium)	1 Story Brick	2004	1	None	Yes	None	530	0	0	0	0	530	137	-91.501874	41.668164	187380
170000	3/22/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1967	3	Full	Yes	None	624	362	24	480	0	1610	9263	-91.522627	41.674367	182620
150000	3/26/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1953	2	Full	Yes	None	768	162	0	0	264	930	9945	-91.516933	41.63518	127870
124500	3/27/2007	113 (Condominium)	1 Story Frame	1996	3	None	Yes	None	1406	0	0	0	0	1406	5796	-91.572264	41.646472	126830
157000	3/28/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1975	4	Full	Yes	None	1008	0	900	380	0	1008	6540	-91.500188	41.653495	146140
165000	3/30/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1890	4	Full	No	None	912	30	0	0	216	1854	9000	-91.491048	41.646587	190870
355000	3/30/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	2006	4	Full	Yes	None	1620	0	1110	690	0	1620	13200	-91.492822	41.641581	321500
199900	4/2/2007	113 (Condominium)	2 Story Condo	2006	3	Full	Yes	None	828	0	255	0	0	1656	8712	-91.566236	41.64127	193790
125900	4/4/2007	113 (Condominium)	1 Story Condo	2005	2	None	Yes	None	1150	0	0	0	462	1150	4423	-91.573947	41.647566	119660
100000	4/7/2007	113 (Condominium)	2 Story Frame	1970	3	Full	Yes	None	594	0	250	0	0	1188	2653	-91.506943	41.656657	109090
335000	4/10/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	2002	4	Full	Yes	None	1807	0	950	804	0	1807	11628	-91.57285	41.644309	315930
212000	4/12/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1979	3	Full	Yes	None	1392	0	950	576	0	1392	11748	-91.573947	41.647555	209660
174900	4/13/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1926	2	Full	No	1/2 Finished	904	0	0	220	0	1220	3700	-91.573948	41.647545	147230
227000	4/17/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	2001	4	Full	Yes	None	444	635	975	480	0	1547	9960	-91.471002	41.658033	265080
84900	4/20/2007	113 (Condominium)	1 Story Condo	2002	2	None	Yes	None	906	0	0	0	220	906	2563	-91.518236	41.644688	83920
335000	4/22/2007	101 (Single-Family / Owner Occupied)	2 Story Brick	1939	3	Full	Yes	None	818	216	500	209	0	2093	9600	-91.494649	41.651226	343160
185000	4/23/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1969	4	Full	Yes	None	1140	0	775	728	0	1140	12609	-91.524969	41.645962	176650
345000	4/24/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	2005	5	Full	Yes	None	1798	0	1600	767	0	1798	11212	-91.500599	41.647033	334610
115000	4/26/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1973	4	Full	Yes	None	892	0	600	288	0	892	6900	-91.469109	41.65753	115970
229900	4/26/2007	113 (Condominium)	2 Story Condo	2004	3	None	Yes	None	1029	0	0	480	0	2103	8787	-91.494645	41.651316	247020
166900	4/27/2007	113 (Condominium)	1 Story Condo	2005	2	None	Yes	None	1410	0	0	506	0	1410	5974	-91.469109	41.65753	156910
76000	4/30/2007	113 (Condominium)	1 Story Frame	1982	2	None	Yes	None	924	0	0	0	0	924	2840	-91.543685	41.651213	72900
133500	4/30/2007	113 (Condominium)	2 Story Frame	1993	2	Full	Yes	None	706	0	200	0	0	1412	5527	-91.550674	41.65487	128890
100000	5/1/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1893	3	Full	Yes	None	432	324	0	0	0	1188	7200	-91.506523	41.653537	124840
215000	5/1/2007	101 (Single-Family / Owner Occupied)	Split Level Frame	1993	4	Full	Yes	None	888	0	625	400	0	1188	8791	-91.577511	41.644241	181240
330000	5/1/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1959	3	Full	Yes	None	1383	0	1100	0	0	1383	27600	-91.519852	41.666633	245840
271000	5/2/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	2005	4	Full	Yes	None	1640	0	1400	552	0	1640	10285	-91.567312	41.63875	253700
270000	5/3/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1984	4	Full	Yes	None	1536	0	750	528	0	1536	11475	-91.503322	41.655074	222760
146000	5/7/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1983	4	Full	Yes	None	1176	0	750	528	0	1176	9638	-91.52537	41.665611	170160
279000	5/8/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1988	4	Full	Yes	None	969	391	675	472	0	1751	20933	-91.568408	41.639272	247250
172000	5/10/2007	113 (Condominium)	2 Story Frame	2000	3	Full	Yes	None	484	280	600	440	0	1538	5138	-91.491227	41.6419	175190
159900	5/11/2007	113 (Condominium)	2 Story Condo	2005	2	Full	Yes	None	684	0	266	0	0	1368	6570	-91.51595	41.636147	154820
86000	5/12/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1890	2	Full	No	3/4 Finished	608	0	0	0	308	882	5200	-91.514194	41.638746	90390
149900	5/14/2007	113 (Condominium)	2 Story Condo	2003	3	None	Yes	None	818	10	0	400	0	1746	4705	-91.506148	41.652558	143170
117000	5/15/2007	113 (Condominium)	1 Story Frame	1972	2	Full	Yes	None	1244	0	0	460	0	1244	7914	-91.542118	41.6505	125460
238000	5/15/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1941	2	Full	Yes	Fully Finished	922	0	400	0	400	1429	7760	-91.520357	41.649102	211770
155000	5/17/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1979	4	Full	Yes	None	876	600	450	288	0	1476	8890	-91.505104	41.631899	149710
725000	5/17/2007	101 (Single-Family / Owner Occupied)	2 Story Brick	1930	4	Full	Yes	1/4 Finished	1536	648	0	0	0	4202	54014	-91.522724	41.653589	590130
158500	5/18/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1960	4	Full	Yes	None	1424	0	350	0	0	1424	9790	-91.522978	41.645023	161650
148000	5/21/2007	113 (Condominium)	1 Story Frame	1981	2	None	Yes	None	1244	0	0	420	0	1244	7432	-91.513045	41.638651	141780
139500	5/23/2007	113 (Condominium)	1 Story Frame	1983	2	None	Yes	None	1244	0	0	420	0	1244	7432	-91.522197	41.645229	135350
170000	5/24/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1927	2	Full	Yes	Floor & Stairs	1000	160	0	0	336	1160	6345	-91.551786	41.651816	157920
96500	5/25/2007	113 (Condominium)	2 Story Frame	1978	2	None	Yes	None	612	0	0	0	0	1224	4040	-91.470836	41.659196	98460
141500	5/25/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1949	1	1/2	Yes	None	936	0	230	0	240	936	11448	-91.506167	41.632023	128050
216200	5/25/2007	101 (Single-Family / Owner Occupied)	Split Level Frame	1999	4	Full	Yes	None	602	430	0	390	0	1752	8938	-91.498964	41.656259	210240
132000	5/28/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1900	5	Full	No	None	240	480	400	0	0	960	2336	-91.504366	41.652649	147970
155000	5/29/2007	101 (Single-Family / Owner Occupied)	2 Story Brick	1956	4	Full	No	None	784	0	0	0	384	1568	6050	-91.521806	41.646521	144280
134500	5/30/2007	113 (Condominium)	1 Story Brick	1986	3	None	Yes	None	1088	0	0	0	0	1088	5040	-91.505872	41.647262	123460
148000	5/31/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1978	3	Full	Yes	None	1028	0	300	0	0	1028	6600	-91.513887	41.654712	122290
295000	5/31/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	2002	4	Full	Yes	None	1448	195	1235	792	0	1643	10803	-91.507219	41.639101	285280
110000	6/1/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1956	3	None	No	None	832	256	0	256	0	1088	5100	-91.519578	41.636774	104920
125900	6/1/2007	113 (Condominium)	1 Story Condo	2005	2	None	Yes	None	1150	0	0	0	462	1150	4423	-91.574569	41.644269	119660
154900	6/1/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1950	2	None	Yes	None	384	630	0	0	480	1398	7293	-91.571532	41.640847	139850
179500	6/1/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1999	3	Full	Yes	None	660	40	600	440	0	1388	6600	-91.574568	41.644389	166840
190000	6/1/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1974	4	Full	Yes	None	1132	0	900	480	0	1132	10480	-91.497912	41.647052	172110
80500	6/4/2007	113 (Condominium)	1 Story Frame	1983	2	None	No	None	767	0	0	0	0	767	1749	-91.508274	41.635579	73790
148500	6/4/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1895	1	Full	Yes	None	1064	0	0	0	308	1064	9600	-91.489495	41.654085	122570
137000	6/5/2007	113 (Condominium)	2 Story Condo	2003	3	None	Yes	None	818	10	0	400	0	1746	4705	-91.523023	41.644483	141630
215000	6/5/2007	101 (Single-Family / Owner Occupied)	1 1/2 Story Frame	1940	3	Full	Yes	None	616	601	0	0	528	1648	18750	-91.569998	41.639307	212530
145000	6/6/2007	116 (Zero Lot Line)	Split Foyer Frame	1989	3	Full	Yes	None	893	0	525	0	0	893	5625	-91.50504	41.648335	115400
64000	6/7/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1900	1	Full	No	None	312	0	0	0	0	312	6500	-91.4844	41.664416	60260
110900	6/8/2007	113 (Condominium)	2 Story Condo	2005	2	None	Yes	None	564	0	0	240	0	1224	8700	-91.527326	41.668248	114030
189500	6/8/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1978	5	Full	Yes	None	780	0	600	520	0	1560	10640	-91.509515	41.65577	193090
140000	6/10/2007	113 (Condominium)	1 Story Frame	1985	2	None	Yes	None	982	0	0	0	0	982	625	-91.489429	41.641301	119960
195000	6/11/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1975	4	Full	Yes	None	1232	48	900	564	0	1280	13950	-91.496633	41.656975	181940
120000	6/12/2007	113 (Condominium)	1 Story Frame	1994	2	None	Yes	None	1272	0	0	0	0	1272	4756	-91.509668	41.639417	124230
140500	6/13/2007	113 (Condominium)	2 Story Frame	1995	2	Full	Yes	None	691	0	175	0	0	1382	4980	-91.516528	41.66547	138280
215000	6/13/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1900	3	Full	Yes	None	624	96	100	200	0	1344	7800	-91.503305	41.655053	183070
420000	6/13/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1997	3	Full	Yes	None	1945	0	1000	528	0	1945	45738	-91.500934	41.633056	378990
188000	6/14/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1993	3	Full	Yes	None	1200	0	625	0	0	1200	6800	-91.503087	41.652922	169540
135400	6/15/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1976	3	Full	Yes	None	982	0	400	0	0	982	7345	-91.524786	41.637359	133270
175000	6/15/2007	101 (Single-Family / Owner Occupied)	1 1/2 Story Frame	1925	2	Full	Yes	None	588	56	220	0	480	1056	6914	-91.515676	41.651935	147990
270000	6/15/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1999	3	Full	Yes	None	938	66	750	678	0	1942	12118	-91.571718	41.641445	285520
157900	6/18/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1964	3	Full	Yes	None	1080	0	390	0	0	1080	9041	-91.492712	41.643729	136960
390000	6/18/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1928	3	Full	Yes	None	658	125	600	0	672	1581	9000	-91.49407	41.659831	311820
120000	6/20/2007	113 (Condominium)	2 Story Frame	1992	2	Full	Yes	None	576	72	150	0	0	1224	3628	-91.496102	41.651865	128320
282000	6/20/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1979	5	Full	Yes	None	780	805	504	528	0	2485	14000	-91.524444	41.653744	276420
85000	6/21/2007	113 (Condominium)	1 Story Frame	1996	2	None	Yes	None	869	0	0	0	220	869	3512	-91.516733	41.646515	85830
135000	6/21/2007	113 (Condominium)	Split Foyer Frame	1986	3	Full	Yes	None	1034	0	525	0	0	1034	3514	-91.557921	41.649776	136110
167000	6/21/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1945	2	Full	Yes	1/2 Finished	885	0	0	240	0	1195	13950	-91.530211	41.653679	150000
139900	6/22/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1972	3	Full	Yes	None	888	0	530	288	0	888	6900	-91.490596	41.640913	125550
175000	6/23/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1999	3	Full	Yes	None	710	10	0	400	0	1630	3224	-91.485857	41.65517	158150
218000	6/25/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1900	3	Full	Yes	Floor & Stairs	672	32	0	0	0	1376	4000	-91.527616	41.635609	195140
196000	6/26/2007	113 (Condominium)	1 Story Condo	2004	3	Full	Yes	None	1099	0	900	440	0	1099	5974	-91.512932	41.63838	186530
90000	6/27/2007	113 (Condominium)	2 Story Frame	1978	2	None	Yes	None	612	0	0	0	0	1224	4040	-91.580724	41.648685	95030
160000	6/27/2007	116 (Zero Lot Line)	1 Story Frame	1993	4	Full	Yes	3/4 Finished	884	0	425	380	0	1282	5625	-91.488863	41.649093	151190
85000	6/28/2007	113 (Condominium)	1 Story Frame	2000	2	None	Yes	None	906	0	0	0	220	906	2563	-91.471875	41.658832	85860
146000	6/28/2007	113 (Condominium)	2 Story Condo	2002	2	Full	Yes	None	720	16	280	0	0	1456	3000	-91.49045	41.643725	139230
113500	6/29/2007	113 (Condominium)	2 Story Frame	1968	3	Full	Yes	None	680	13	450	0	0	1373	4882	-91.52596	41.635474	108370
150000	6/29/2007	113 (Condominium)	2 Story Frame	1998	2	Full	Yes	None	352	284	500	260	0	1224	5515	-91.508274	41.638941	157110
182000	6/29/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1971	3	Full	Yes	None	1350	0	364	0	0	1350	10868	-91.484021	41.639131	159430
250000	6/29/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1977	5	Full	Yes	None	1980	0	896	0	0	1980	9420	-91.486839	41.66397	265090
123000	7/2/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1935	2	Full	No	Floor & Stairs	694	0	0	240	0	694	8640	-91.496104	41.651999	88740
150000	7/2/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1978	3	Full	Yes	None	990	0	600	336	0	990	8040	-91.568019	41.640043	145740
190000	7/2/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1900	2	Full	Yes	1/2 Finished	528	0	275	0	280	713	7062	-91.524754	41.637445	154920
149000	7/3/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1954	3	Full	Yes	None	1038	0	325	0	576	1038	8375	-91.487275	41.659324	137230
137000	7/5/2007	113 (Condominium)	1 Story Condo	2005	2	None	Yes	None	1169	0	0	0	0	1169	3222	-91.496239	41.652187	127950
249000	7/5/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1978	3	Full	Yes	None	918	678	350	576	0	2514	24700	-91.554386	41.649493	285100
176000	7/6/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1967	4	Full	Yes	None	1120	0	600	336	0	1120	9380	-91.494503	41.652146	162060
159900	7/9/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1964	3	Full	Yes	None	1080	0	390	0	0	1080	9041	-91.490088	41.644043	136960
